id,owner,name,pipeline_tag,tags,downloads,likes,created_at,last_modified,params_guess,hf_url,api_url,purpose,purpose_source,matched_keywords,score,readme_snippet,matched_list,matched_lower,has_framework,llm_type
souvikcmsa019/MixtralGDPR,souvikcmsa019,MixtralGDPR,,,,,,,,https://huggingface.co/souvikcmsa019/MixtralGDPR,https://huggingface.co/api/models/souvikcmsa019/MixtralGDPR,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
JinuAugustine/phi2-gdpr,JinuAugustine,phi2-gdpr,,,,,,,,https://huggingface.co/JinuAugustine/phi2-gdpr,https://huggingface.co/api/models/JinuAugustine/phi2-gdpr,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
AbstractPerspective/Phi-2_GDPR_3,AbstractPerspective,Phi-2_GDPR_3,,,,,,,,https://huggingface.co/AbstractPerspective/Phi-2_GDPR_3,https://huggingface.co/api/models/AbstractPerspective/Phi-2_GDPR_3,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
AbstractPerspective/Phi-2_GDPR_Mix_SLERP,AbstractPerspective,Phi-2_GDPR_Mix_SLERP,,,,,,,,https://huggingface.co/AbstractPerspective/Phi-2_GDPR_Mix_SLERP,https://huggingface.co/api/models/AbstractPerspective/Phi-2_GDPR_Mix_SLERP,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
ibunescu/phi-2_GDPR_4,ibunescu,phi-2_GDPR_4,,,,,,,,https://huggingface.co/ibunescu/phi-2_GDPR_4,https://huggingface.co/api/models/ibunescu/phi-2_GDPR_4,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
AbstractPerspective/Phi-2_GDPR_Mix_TIES,AbstractPerspective,Phi-2_GDPR_Mix_TIES,,,,,,,,https://huggingface.co/AbstractPerspective/Phi-2_GDPR_Mix_TIES,https://huggingface.co/api/models/AbstractPerspective/Phi-2_GDPR_Mix_TIES,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
ibunescu/Phi-2_GDPR_4_2e,ibunescu,Phi-2_GDPR_4_2e,,,,,,,,https://huggingface.co/ibunescu/Phi-2_GDPR_4_2e,https://huggingface.co/api/models/ibunescu/Phi-2_GDPR_4_2e,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
ibunescu/Phi-2_GDPR_4_3e,ibunescu,Phi-2_GDPR_4_3e,,,,,,,,https://huggingface.co/ibunescu/Phi-2_GDPR_4_3e,https://huggingface.co/api/models/ibunescu/Phi-2_GDPR_4_3e,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
ibunescu/Phi-2_GDPR_4_10e,ibunescu,Phi-2_GDPR_4_10e,,,,,,,,https://huggingface.co/ibunescu/Phi-2_GDPR_4_10e,https://huggingface.co/api/models/ibunescu/Phi-2_GDPR_4_10e,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
ibunescu/Phi-2_GDPR_4_4e,ibunescu,Phi-2_GDPR_4_4e,,,,,,,,https://huggingface.co/ibunescu/Phi-2_GDPR_4_4e,https://huggingface.co/api/models/ibunescu/Phi-2_GDPR_4_4e,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
ibunescu/Phi-2_GDPR_4_5e,ibunescu,Phi-2_GDPR_4_5e,,,,,,,,https://huggingface.co/ibunescu/Phi-2_GDPR_4_5e,https://huggingface.co/api/models/ibunescu/Phi-2_GDPR_4_5e,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
ibunescu/Phi-2_GDPR_4_6e,ibunescu,Phi-2_GDPR_4_6e,,,,,,,,https://huggingface.co/ibunescu/Phi-2_GDPR_4_6e,https://huggingface.co/api/models/ibunescu/Phi-2_GDPR_4_6e,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
ibunescu/Phi-2_GDPR_4_7e,ibunescu,Phi-2_GDPR_4_7e,,,,,,,,https://huggingface.co/ibunescu/Phi-2_GDPR_4_7e,https://huggingface.co/api/models/ibunescu/Phi-2_GDPR_4_7e,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
ibunescu/Phi-2_GDPR_4_9e,ibunescu,Phi-2_GDPR_4_9e,,,,,,,,https://huggingface.co/ibunescu/Phi-2_GDPR_4_9e,https://huggingface.co/api/models/ibunescu/Phi-2_GDPR_4_9e,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
ibunescu/Phi-2_GDPR_4_8e,ibunescu,Phi-2_GDPR_4_8e,,,,,,,,https://huggingface.co/ibunescu/Phi-2_GDPR_4_8e,https://huggingface.co/api/models/ibunescu/Phi-2_GDPR_4_8e,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
AbstractPerspective/Phi-2_GDPR_Mix_DARE,AbstractPerspective,Phi-2_GDPR_Mix_DARE,,,,,,,,https://huggingface.co/AbstractPerspective/Phi-2_GDPR_Mix_DARE,https://huggingface.co/api/models/AbstractPerspective/Phi-2_GDPR_Mix_DARE,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
AbstractPerspective/Phi-2_GDPR_Mix_Linear,AbstractPerspective,Phi-2_GDPR_Mix_Linear,,,,,,,,https://huggingface.co/AbstractPerspective/Phi-2_GDPR_Mix_Linear,https://huggingface.co/api/models/AbstractPerspective/Phi-2_GDPR_Mix_Linear,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
ibunescu/Phi-2_GDPR_5_3e,ibunescu,Phi-2_GDPR_5_3e,,,,,,,,https://huggingface.co/ibunescu/Phi-2_GDPR_5_3e,https://huggingface.co/api/models/ibunescu/Phi-2_GDPR_5_3e,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
ibunescu/Phi-2_GDPR_6_3e,ibunescu,Phi-2_GDPR_6_3e,,,,,,,,https://huggingface.co/ibunescu/Phi-2_GDPR_6_3e,https://huggingface.co/api/models/ibunescu/Phi-2_GDPR_6_3e,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
ibunescu/Phi-2_GDPR_7_3e,ibunescu,Phi-2_GDPR_7_3e,,,,,,,,https://huggingface.co/ibunescu/Phi-2_GDPR_7_3e,https://huggingface.co/api/models/ibunescu/Phi-2_GDPR_7_3e,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
ibunescu/Phi-2_GDPR_8_3e,ibunescu,Phi-2_GDPR_8_3e,,,,,,,,https://huggingface.co/ibunescu/Phi-2_GDPR_8_3e,https://huggingface.co/api/models/ibunescu/Phi-2_GDPR_8_3e,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
ibunescu/Phi-2_GDPR_9_3e,ibunescu,Phi-2_GDPR_9_3e,,,,,,,,https://huggingface.co/ibunescu/Phi-2_GDPR_9_3e,https://huggingface.co/api/models/ibunescu/Phi-2_GDPR_9_3e,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
ibunescu/Phi-2_GDPR_10_3e,ibunescu,Phi-2_GDPR_10_3e,,,,,,,,https://huggingface.co/ibunescu/Phi-2_GDPR_10_3e,https://huggingface.co/api/models/ibunescu/Phi-2_GDPR_10_3e,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
ibunescu/Phi-2_GDPR_11_3e,ibunescu,Phi-2_GDPR_11_3e,,,,,,,,https://huggingface.co/ibunescu/Phi-2_GDPR_11_3e,https://huggingface.co/api/models/ibunescu/Phi-2_GDPR_11_3e,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
ibunescu/Phi-2_GDPR_12_3e,ibunescu,Phi-2_GDPR_12_3e,,,,,,,,https://huggingface.co/ibunescu/Phi-2_GDPR_12_3e,https://huggingface.co/api/models/ibunescu/Phi-2_GDPR_12_3e,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
ibunescu/Phi-2_GDPR_13_3e,ibunescu,Phi-2_GDPR_13_3e,,,,,,,,https://huggingface.co/ibunescu/Phi-2_GDPR_13_3e,https://huggingface.co/api/models/ibunescu/Phi-2_GDPR_13_3e,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
ibunescu/Phi-2_GDPR_14_10e,ibunescu,Phi-2_GDPR_14_10e,,,,,,,,https://huggingface.co/ibunescu/Phi-2_GDPR_14_10e,https://huggingface.co/api/models/ibunescu/Phi-2_GDPR_14_10e,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
ibunescu/Phi-2_GDPR_15_10e,ibunescu,Phi-2_GDPR_15_10e,,,,,,,,https://huggingface.co/ibunescu/Phi-2_GDPR_15_10e,https://huggingface.co/api/models/ibunescu/Phi-2_GDPR_15_10e,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
MesozoicMetallurgist/nous-Oxfordian,MesozoicMetallurgist,nous-Oxfordian,,,,,,,,https://huggingface.co/MesozoicMetallurgist/nous-Oxfordian,https://huggingface.co/api/models/MesozoicMetallurgist/nous-Oxfordian,model,fallback,SOX,1,,['SOX'],['sox'],True,Other/Unknown
AbstractPerspective/Phi-2_MoE_GDPR,AbstractPerspective,Phi-2_MoE_GDPR,,,,,,,,https://huggingface.co/AbstractPerspective/Phi-2_MoE_GDPR,https://huggingface.co/api/models/AbstractPerspective/Phi-2_MoE_GDPR,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
ibunescu/Phi-2_GDPR_chapter_classifier_v1,ibunescu,Phi-2_GDPR_chapter_classifier_v1,,,,,,,,https://huggingface.co/ibunescu/Phi-2_GDPR_chapter_classifier_v1,https://huggingface.co/api/models/ibunescu/Phi-2_GDPR_chapter_classifier_v1,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
ibunescu/Phi-2_GDPR_chapter_classifier_v2,ibunescu,Phi-2_GDPR_chapter_classifier_v2,,,,,,,,https://huggingface.co/ibunescu/Phi-2_GDPR_chapter_classifier_v2,https://huggingface.co/api/models/ibunescu/Phi-2_GDPR_chapter_classifier_v2,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
ibunescu/Phi-2_GDPR_chapter_classifier_v3,ibunescu,Phi-2_GDPR_chapter_classifier_v3,,,,,,,,https://huggingface.co/ibunescu/Phi-2_GDPR_chapter_classifier_v3,https://huggingface.co/api/models/ibunescu/Phi-2_GDPR_chapter_classifier_v3,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
ibunescu/Phi-2_GDPR_chapter_classifier_v4,ibunescu,Phi-2_GDPR_chapter_classifier_v4,,,,,,,,https://huggingface.co/ibunescu/Phi-2_GDPR_chapter_classifier_v4,https://huggingface.co/api/models/ibunescu/Phi-2_GDPR_chapter_classifier_v4,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
ibunescu/Phi-2_GDPR_chapter_classifier_v5,ibunescu,Phi-2_GDPR_chapter_classifier_v5,,,,,,,,https://huggingface.co/ibunescu/Phi-2_GDPR_chapter_classifier_v5,https://huggingface.co/api/models/ibunescu/Phi-2_GDPR_chapter_classifier_v5,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
ibunescu/Phi-2_GDPR_chapter_classifier_v6,ibunescu,Phi-2_GDPR_chapter_classifier_v6,,,,,,,,https://huggingface.co/ibunescu/Phi-2_GDPR_chapter_classifier_v6,https://huggingface.co/api/models/ibunescu/Phi-2_GDPR_chapter_classifier_v6,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
ibunescu/Phi-2_GDPR_chapter_classifier_v7,ibunescu,Phi-2_GDPR_chapter_classifier_v7,,,,,,,,https://huggingface.co/ibunescu/Phi-2_GDPR_chapter_classifier_v7,https://huggingface.co/api/models/ibunescu/Phi-2_GDPR_chapter_classifier_v7,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
ibunescu/Phi-2_GDPR_chapter_classifier_v8,ibunescu,Phi-2_GDPR_chapter_classifier_v8,,,,,,,,https://huggingface.co/ibunescu/Phi-2_GDPR_chapter_classifier_v8,https://huggingface.co/api/models/ibunescu/Phi-2_GDPR_chapter_classifier_v8,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
ibunescu/Phi-2_GDPR_chapter_classifier_v9,ibunescu,Phi-2_GDPR_chapter_classifier_v9,,,,,,,,https://huggingface.co/ibunescu/Phi-2_GDPR_chapter_classifier_v9,https://huggingface.co/api/models/ibunescu/Phi-2_GDPR_chapter_classifier_v9,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
sims2k/GDPR-Saul-Instruct-v1,sims2k,GDPR-Saul-Instruct-v1,,,,,,,,https://huggingface.co/sims2k/GDPR-Saul-Instruct-v1,https://huggingface.co/api/models/sims2k/GDPR-Saul-Instruct-v1,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
hgnoi/sTyq5PCsoxBpq32b,hgnoi,sTyq5PCsoxBpq32b,,,,,,,,https://huggingface.co/hgnoi/sTyq5PCsoxBpq32b,https://huggingface.co/api/models/hgnoi/sTyq5PCsoxBpq32b,model,fallback,SOX,1,,['SOX'],['sox'],True,Other/Unknown
tistak/7Sox196vmBw9xc03,tistak,7Sox196vmBw9xc03,,,,,,,,https://huggingface.co/tistak/7Sox196vmBw9xc03,https://huggingface.co/api/models/tistak/7Sox196vmBw9xc03,model,fallback,SOX,1,,['SOX'],['sox'],True,Other/Unknown
sims2k/Saul-Instruct-v1-gdpr-finetuned-v2,sims2k,Saul-Instruct-v1-gdpr-finetuned-v2,,,,,,,,https://huggingface.co/sims2k/Saul-Instruct-v1-gdpr-finetuned-v2,https://huggingface.co/api/models/sims2k/Saul-Instruct-v1-gdpr-finetuned-v2,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
sims2k/Saul-Instruct-v1-gdpr-finetuned-v3,sims2k,Saul-Instruct-v1-gdpr-finetuned-v3,,,,,,,,https://huggingface.co/sims2k/Saul-Instruct-v1-gdpr-finetuned-v3,https://huggingface.co/api/models/sims2k/Saul-Instruct-v1-gdpr-finetuned-v3,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
sims2k/Saul-Instruct-v1-gdpr-finetuned-v1.1,sims2k,Saul-Instruct-v1-gdpr-finetuned-v1.1,,,,,,,,https://huggingface.co/sims2k/Saul-Instruct-v1-gdpr-finetuned-v1.1,https://huggingface.co/api/models/sims2k/Saul-Instruct-v1-gdpr-finetuned-v1.1,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
sims2k/Saul-Instruct-v1-gdpr-finetuned-v2.1,sims2k,Saul-Instruct-v1-gdpr-finetuned-v2.1,,,,,,,,https://huggingface.co/sims2k/Saul-Instruct-v1-gdpr-finetuned-v2.1,https://huggingface.co/api/models/sims2k/Saul-Instruct-v1-gdpr-finetuned-v2.1,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
sims2k/Saul-Instruct-v1-gdpr-finetuned-v3.1,sims2k,Saul-Instruct-v1-gdpr-finetuned-v3.1,,,,,,,,https://huggingface.co/sims2k/Saul-Instruct-v1-gdpr-finetuned-v3.1,https://huggingface.co/api/models/sims2k/Saul-Instruct-v1-gdpr-finetuned-v3.1,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
sims2k/Saul-Instruct-v1-gdpr-finetuned-v4.1,sims2k,Saul-Instruct-v1-gdpr-finetuned-v4.1,,,,,,,,https://huggingface.co/sims2k/Saul-Instruct-v1-gdpr-finetuned-v4.1,https://huggingface.co/api/models/sims2k/Saul-Instruct-v1-gdpr-finetuned-v4.1,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
sims2k/Saul-Instruct-v1-gdpr-finetuned-v1.2,sims2k,Saul-Instruct-v1-gdpr-finetuned-v1.2,,,,,,,,https://huggingface.co/sims2k/Saul-Instruct-v1-gdpr-finetuned-v1.2,https://huggingface.co/api/models/sims2k/Saul-Instruct-v1-gdpr-finetuned-v1.2,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
sims2k/Saul-Instruct-v1-gdpr-finetuned-v4.2,sims2k,Saul-Instruct-v1-gdpr-finetuned-v4.2,,,,,,,,https://huggingface.co/sims2k/Saul-Instruct-v1-gdpr-finetuned-v4.2,https://huggingface.co/api/models/sims2k/Saul-Instruct-v1-gdpr-finetuned-v4.2,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
sims2k/Saul-Instruct-v1-gdpr-finetuned-v2.2,sims2k,Saul-Instruct-v1-gdpr-finetuned-v2.2,,,,,,,,https://huggingface.co/sims2k/Saul-Instruct-v1-gdpr-finetuned-v2.2,https://huggingface.co/api/models/sims2k/Saul-Instruct-v1-gdpr-finetuned-v2.2,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
sims2k/Saul-Instruct-v1-gdpr-finetuned-v5.2,sims2k,Saul-Instruct-v1-gdpr-finetuned-v5.2,,,,,,,,https://huggingface.co/sims2k/Saul-Instruct-v1-gdpr-finetuned-v5.2,https://huggingface.co/api/models/sims2k/Saul-Instruct-v1-gdpr-finetuned-v5.2,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
mergekit-community/mergekit-ties-oysoxmc,mergekit-community,mergekit-ties-oysoxmc,,,,,,,,https://huggingface.co/mergekit-community/mergekit-ties-oysoxmc,https://huggingface.co/api/models/mergekit-community/mergekit-ties-oysoxmc,model,fallback,SOX,1,,['SOX'],['sox'],True,Other/Unknown
gm168/Llama3.1-GDPR-Instruct,gm168,Llama3.1-GDPR-Instruct,,,,,,,,https://huggingface.co/gm168/Llama3.1-GDPR-Instruct,https://huggingface.co/api/models/gm168/Llama3.1-GDPR-Instruct,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
alvwjy/Llama3.1-GDPR-Instruct,alvwjy,Llama3.1-GDPR-Instruct,,,,,,,,https://huggingface.co/alvwjy/Llama3.1-GDPR-Instruct,https://huggingface.co/api/models/alvwjy/Llama3.1-GDPR-Instruct,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
oxford-llms/ox-llms-9b-gemma-sft,oxford-llms,ox-llms-9b-gemma-sft,,,,,,,9B,https://huggingface.co/oxford-llms/ox-llms-9b-gemma-sft,https://huggingface.co/api/models/oxford-llms/ox-llms-9b-gemma-sft,model,fallback,SOX,1,,['SOX'],['sox'],True,Other/Unknown
metricspace/GDPR_Input_Detection_and_Anonymization-1.5,metricspace,GDPR_Input_Detection_and_Anonymization-1.5,,,,,,,,https://huggingface.co/metricspace/GDPR_Input_Detection_and_Anonymization-1.5,https://huggingface.co/api/models/metricspace/GDPR_Input_Detection_and_Anonymization-1.5,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
jimons/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-fanged_arctic_prawn,jimons,Qwen2.5-0.5B-Instruct-Gensyn-Swarm-fanged_arctic_prawn,,,,,,,5B,https://huggingface.co/jimons/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-fanged_arctic_prawn,https://huggingface.co/api/models/jimons/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-fanged_arctic_prawn,model,fallback,CPRA,1,,['CPRA'],['cpra'],True,Other/Unknown
garos/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-lightfooted_amphibious_ox,garos,Qwen2.5-0.5B-Instruct-Gensyn-Swarm-lightfooted_amphibious_ox,,,,,,,5B,https://huggingface.co/garos/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-lightfooted_amphibious_ox,https://huggingface.co/api/models/garos/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-lightfooted_amphibious_ox,model,fallback,SOX,1,,['SOX'],['sox'],True,Other/Unknown
Sinasox/Qwen2-0.5B-GRPO-test,Sinasox,Qwen2-0.5B-GRPO-test,,,,,,,5B,https://huggingface.co/Sinasox/Qwen2-0.5B-GRPO-test,https://huggingface.co/api/models/Sinasox/Qwen2-0.5B-GRPO-test,model,fallback,SOX,1,,['SOX'],['sox'],True,Other/Unknown
swarnodipnag/model_vllm_llama_3_1_finetuned_iso27001_qa,swarnodipnag,model_vllm_llama_3_1_finetuned_iso27001_qa,,,,,,,,https://huggingface.co/swarnodipnag/model_vllm_llama_3_1_finetuned_iso27001_qa,https://huggingface.co/api/models/swarnodipnag/model_vllm_llama_3_1_finetuned_iso27001_qa,model,fallback,ISO 27001,1,,['ISO 27001'],['iso 27001'],True,Other/Unknown
meowstronot/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-patterned_ferocious_ox,meowstronot,Qwen2.5-0.5B-Instruct-Gensyn-Swarm-patterned_ferocious_ox,,,,,,,5B,https://huggingface.co/meowstronot/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-patterned_ferocious_ox,https://huggingface.co/api/models/meowstronot/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-patterned_ferocious_ox,model,fallback,SOX,1,,['SOX'],['sox'],True,Other/Unknown
lixinso/xinslm-gpt-oss-moe-micro,lixinso,xinslm-gpt-oss-moe-micro,,,,,,,,https://huggingface.co/lixinso/xinslm-gpt-oss-moe-micro,https://huggingface.co/api/models/lixinso/xinslm-gpt-oss-moe-micro,model,fallback,SOX,1,,['SOX'],['sox'],True,Other/Unknown
Lominub44/PicoNosensoX-v1.1,Lominub44,PicoNosensoX-v1.1,,,,,,,,https://huggingface.co/Lominub44/PicoNosensoX-v1.1,https://huggingface.co/api/models/Lominub44/PicoNosensoX-v1.1,model,fallback,SOX,1,,['SOX'],['sox'],True,Other/Unknown
Lominub44/PicoNosensoX-v1-base,Lominub44,PicoNosensoX-v1-base,,,,,,,,https://huggingface.co/Lominub44/PicoNosensoX-v1-base,https://huggingface.co/api/models/Lominub44/PicoNosensoX-v1-base,model,fallback,SOX,1,,['SOX'],['sox'],True,Other/Unknown
syuvers/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-padded_dextrous_ox,syuvers,Qwen2.5-0.5B-Instruct-Gensyn-Swarm-padded_dextrous_ox,,,,,,,5B,https://huggingface.co/syuvers/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-padded_dextrous_ox,https://huggingface.co/api/models/syuvers/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-padded_dextrous_ox,model,fallback,SOX,1,,['SOX'],['sox'],True,Other/Unknown
gm168/DeepSeek-R1-Distill-Qwen-7B-GDPR-Instruct,gm168,DeepSeek-R1-Distill-Qwen-7B-GDPR-Instruct,,,,,,,7B,https://huggingface.co/gm168/DeepSeek-R1-Distill-Qwen-7B-GDPR-Instruct,https://huggingface.co/api/models/gm168/DeepSeek-R1-Distill-Qwen-7B-GDPR-Instruct,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
JQ1984/legalbert_gdpr_pretrained,JQ1984,legalbert_gdpr_pretrained,,,,,,,,https://huggingface.co/JQ1984/legalbert_gdpr_pretrained,https://huggingface.co/api/models/JQ1984/legalbert_gdpr_pretrained,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
Maha/OGBV-gender-bert-hi-en-hasoc20a-fin,Maha,OGBV-gender-bert-hi-en-hasoc20a-fin,,,,,,,,https://huggingface.co/Maha/OGBV-gender-bert-hi-en-hasoc20a-fin,https://huggingface.co/api/models/Maha/OGBV-gender-bert-hi-en-hasoc20a-fin,model,fallback,SOC 2,1,,['SOC 2'],['soc 2'],True,Other/Unknown
Maha/OGBV-gender-indicbert-ta-hasoc21_codemix,Maha,OGBV-gender-indicbert-ta-hasoc21_codemix,,,,,,,,https://huggingface.co/Maha/OGBV-gender-indicbert-ta-hasoc21_codemix,https://huggingface.co/api/models/Maha/OGBV-gender-indicbert-ta-hasoc21_codemix,model,fallback,SOC 2,1,,['SOC 2'],['soc 2'],True,Other/Unknown
JOSEDURANisc/practicaNLP,JOSEDURANisc,practicaNLP,,,,,,,,https://huggingface.co/JOSEDURANisc/practicaNLP,https://huggingface.co/api/models/JOSEDURANisc/practicaNLP,model,fallback,CPRA,1,,['CPRA'],['cpra'],True,Other/Unknown
cerqueiramatheus/OxeSD,cerqueiramatheus,OxeSD,,,,,,,,https://huggingface.co/cerqueiramatheus/OxeSD,https://huggingface.co/api/models/cerqueiramatheus/OxeSD,model,fallback,SOX,1,,['SOX'],['sox'],True,Other/Unknown
AndreaSimeri/LegalBERT_GDPR,AndreaSimeri,LegalBERT_GDPR,,,,,,,,https://huggingface.co/AndreaSimeri/LegalBERT_GDPR,https://huggingface.co/api/models/AndreaSimeri/LegalBERT_GDPR,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
rdhinaz/gdpr_consent_agreement,rdhinaz,gdpr_consent_agreement,,,,,,,,https://huggingface.co/rdhinaz/gdpr_consent_agreement,https://huggingface.co/api/models/rdhinaz/gdpr_consent_agreement,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
BananaFish45/gdpr_personal_data,BananaFish45,gdpr_personal_data,,,,,,,,https://huggingface.co/BananaFish45/gdpr_personal_data,https://huggingface.co/api/models/BananaFish45/gdpr_personal_data,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
rdhinaz/GDPR-RAG,rdhinaz,GDPR-RAG,,,,,,,,https://huggingface.co/rdhinaz/GDPR-RAG,https://huggingface.co/api/models/rdhinaz/GDPR-RAG,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
ARI-HIPA-AI-Team/HIPA-AI_Model,ARI-HIPA-AI-Team,HIPA-AI_Model,,,,,,,,https://huggingface.co/ARI-HIPA-AI-Team/HIPA-AI_Model,https://huggingface.co/api/models/ARI-HIPA-AI-Team/HIPA-AI_Model,model,fallback,HIPAA,1,,['HIPAA'],['hipaa'],True,Other/Unknown
lissoxo/lack,lissoxo,lack,,,,,,,,https://huggingface.co/lissoxo/lack,https://huggingface.co/api/models/lissoxo/lack,model,fallback,SOX,1,,['SOX'],['sox'],True,Other/Unknown
fti-sc/pra-sentiment-classifier,fti-sc,pra-sentiment-classifier,,,,,,,,https://huggingface.co/fti-sc/pra-sentiment-classifier,https://huggingface.co/api/models/fti-sc/pra-sentiment-classifier,model,fallback,CPRA,1,,['CPRA'],['cpra'],True,Other/Unknown
JQ1984/violation_result_GDPR_prediction,JQ1984,violation_result_GDPR_prediction,,,,,,,,https://huggingface.co/JQ1984/violation_result_GDPR_prediction,https://huggingface.co/api/models/JQ1984/violation_result_GDPR_prediction,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
barek2k2/bert_hipaa_sensitive_db_schema,barek2k2,bert_hipaa_sensitive_db_schema,,,,,,,,https://huggingface.co/barek2k2/bert_hipaa_sensitive_db_schema,https://huggingface.co/api/models/barek2k2/bert_hipaa_sensitive_db_schema,model,fallback,HIPAA,1,,['HIPAA'],['hipaa'],True,Other/Unknown
JQ1984/GDPR_clause_prediction_legalbert_model,JQ1984,GDPR_clause_prediction_legalbert_model,,,,,,,,https://huggingface.co/JQ1984/GDPR_clause_prediction_legalbert_model,https://huggingface.co/api/models/JQ1984/GDPR_clause_prediction_legalbert_model,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
Ludwigd/praktikum-ai-emotion-classifier,Ludwigd,praktikum-ai-emotion-classifier,,,,,,,,https://huggingface.co/Ludwigd/praktikum-ai-emotion-classifier,https://huggingface.co/api/models/Ludwigd/praktikum-ai-emotion-classifier,model,fallback,GDPR,1,,['GDPR'],['gdpr'],True,Other/Unknown
